Medicine Name,Disease,Dosage Form,Classification,Prescription,Description,Injection,Price,Category,Age
Cetirizine,Asthma,Tablet,ACE inhibitor,Required,Reduces fever,No,208.0,Over the Counter,Adult
Atorvastatin,Heart Disease,Tablet,Antipyretic,Required,Lowers cholesterol,No,28.33,Controlled Substance,Adult
Paracetamol,Pain,Injection,Analgesic,Not Required,Used for treating infections,Yes,320.47,Controlled Substance,Adult
Paracetamol,Asthma,Cream,Antipyretic,Required,Used for treating infections,Yes,480.55,Prescription,Senior
Paracetamol,Acidity,Tablet,Proton Pump Inhibitor,Not Required,Reduces fever,No,52.49,Prescription,Senior
Lisinopril,Acidity,Capsule,Statin,Not Required,Controls blood pressure,Yes,496.44,Prescription,Senior
Simvastatin,Pain,Syrup,Analgesic,Required,Reduces fever,No,457.66,Over the Counter,Child
Omeprazole,Asthma,Injection,Antibiotic,Not Required,Lowers cholesterol,Yes,242.52,Prescription,Adult
Lisinopril,Blood Pressure,Drops,Antihistamine,Not Required,Lowers cholesterol,No,445.35,Over the Counter,Senior
Atorvastatin,Fever,Tablet,Antibiotic,Not Required,Controls blood pressure,No,205.92,Over the Counter,Child
Cetirizine,Diabetes,Gel,Antipyretic,Required,Used for pain relief,No,362.02,Prescription,Child
Amoxicillin,Heart Disease,Injection,Analgesic,Not Required,Controls blood pressure,Yes,361.55,Prescription,Senior
Atorvastatin,Infection,Gel,Statin,Required,Used for treating infections,Yes,289.07,Over the Counter,Senior
Lisinopril,Blood Pressure,Cream,Proton Pump Inhibitor,Required,Alleviates allergies,No,130.61,Prescription,Senior
Cetirizine,Cholesterol,Inhaler,Antibiotic,Not Required,Alleviates allergies,Yes,27.95,Over the Counter,Senior
Metformin,Infection,Tablet,Antibiotic,Required,Lowers cholesterol,Yes,375.33,Prescription,Child
Cetirizine,Blood Pressure,Injection,Proton Pump Inhibitor,Not Required,Used for pain relief,No,475.97,Over the Counter,Child
Atorvastatin,Pain,Drops,Antipyretic,Required,Used for pain relief,Yes,215.71,Over the Counter,Adult
Amoxicillin,Allergy,Injection,Statin,Required,Controls blood pressure,Yes,442.55,Prescription,Senior
Lisinopril,Heart Disease,Injection,Antihistamine,Required,Used for treating infections,No,323.36,Controlled Substance,Adult
Simvastatin,Cholesterol,Injection,Analgesic,Required,Used for pain relief,No,493.0,Over the Counter,Adult
Paracetamol,Allergy,Injection,Antipyretic,Required,Reduces fever,No,185.81,Over the Counter,Child
Amoxicillin,Heart Disease,Injection,Analgesic,Required,Controls blood pressure,Yes,380.65,Prescription,Child
Aspirin,Allergy,Injection,Antipyretic,Not Required,Controls blood pressure,No,324.16,Controlled Substance,Child
Atorvastatin,Diabetes,Syrup,ACE inhibitor,Not Required,Used for treating infections,Yes,322.91,Controlled Substance,Child
Atorvastatin,Heart Disease,Gel,Antipyretic,Not Required,Used for pain relief,No,138.54,Controlled Substance,Child
Cetirizine,Pain,Drops,Statin,Not Required,Lowers cholesterol,No,497.23,Over the Counter,Senior
Paracetamol,Infection,Cream,Proton Pump Inhibitor,Not Required,Used for treating infections,No,446.21,Prescription,Child
Metformin,Infection,Tablet,Analgesic,Required,Lowers cholesterol,No,372.98,Prescription,Adult
Ibuprofen,Infection,Drops,ACE inhibitor,Not Required,Used for pain relief,Yes,55.73,Prescription,Child
Lisinopril,Cholesterol,Gel,Statin,Not Required,Reduces fever,Yes,280.27,Controlled Substance,Adult
Simvastatin,Pain,Injection,Antibiotic,Not Required,Alleviates allergies,Yes,175.43,Controlled Substance,Child
Paracetamol,Acidity,Drops,Antihistamine,Not Required,Used for treating infections,No,95.74,Prescription,Child
Ibuprofen,Infection,Drops,Antihistamine,Not Required,Used for pain relief,No,449.65,Over the Counter,Child
Aspirin,Heart Disease,Gel,Antibiotic,Not Required,Alleviates allergies,Yes,19.97,Over the Counter,Senior
Paracetamol,Blood Pressure,Injection,Antibiotic,Not Required,Used for pain relief,No,168.43,Prescription,Senior
Atorvastatin,Infection,Capsule,ACE inhibitor,Required,Reduces fever,Yes,80.4,Over the Counter,Senior
Lisinopril,Asthma,Gel,Proton Pump Inhibitor,Required,Lowers cholesterol,Yes,426.15,Over the Counter,Senior
Amoxicillin,Infection,Syrup,Antibiotic,Not Required,Used for pain relief,No,360.74,Prescription,Child
Paracetamol,Asthma,Capsule,Analgesic,Not Required,Alleviates allergies,Yes,117.9,Over the Counter,Senior
Paracetamol,Acidity,Inhaler,Antipyretic,Not Required,Alleviates allergies,Yes,187.45,Over the Counter,Child
Aspirin,Blood Pressure,Capsule,Proton Pump Inhibitor,Not Required,Alleviates allergies,Yes,40.33,Over the Counter,Senior
Amoxicillin,Cholesterol,Inhaler,Antibiotic,Required,Alleviates allergies,No,357.72,Controlled Substance,Senior
Omeprazole,Blood Pressure,Capsule,Antibiotic,Required,Lowers cholesterol,No,203.98,Over the Counter,Child
Simvastatin,Fever,Capsule,ACE inhibitor,Required,Reduces fever,No,115.78,Prescription,Senior
Simvastatin,Diabetes,Capsule,Analgesic,Required,Alleviates allergies,No,491.18,Prescription,Adult
Amoxicillin,Asthma,Gel,Antihistamine,Required,Used for treating infections,No,257.56,Over the Counter,Senior
Omeprazole,Asthma,Cream,Antibiotic,Required,Reduces fever,Yes,338.65,Controlled Substance,Adult
Lisinopril,Blood Pressure,Tablet,Antihistamine,Not Required,Controls blood pressure,No,282.76,Controlled Substance,Adult
Ibuprofen,Heart Disease,Drops,Antipyretic,Required,Reduces fever,Yes,487.07,Over the Counter,Senior
Lisinopril,Diabetes,Injection,Statin,Not Required,Alleviates allergies,Yes,454.21,Over the Counter,Senior
Atorvastatin,Infection,Capsule,Antipyretic,Required,Reduces fever,No,299.6,Controlled Substance,Child
Amoxicillin,Infection,Tablet,Antihistamine,Required,Controls blood pressure,No,280.6,Prescription,Adult
Metformin,Asthma,Drops,Proton Pump Inhibitor,Not Required,Reduces fever,Yes,304.72,Controlled Substance,Senior
Metformin,Infection,Cream,Statin,Required,Used for treating infections,Yes,490.53,Over the Counter,Senior
Lisinopril,Blood Pressure,Drops,Antihistamine,Required,Lowers cholesterol,No,319.11,Over the Counter,Child
Lisinopril,Blood Pressure,Drops,Antipyretic,Required,Reduces fever,Yes,86.76,Controlled Substance,Adult
Atorvastatin,Cholesterol,Syrup,Antibiotic,Required,Alleviates allergies,Yes,384.14,Controlled Substance,Child
Simvastatin,Cholesterol,Gel,Antipyretic,Required,Used for pain relief,No,294.18,Over the Counter,Adult
Simvastatin,Infection,Syrup,Statin,Not Required,Used for treating infections,Yes,178.35,Controlled Substance,Senior
Metformin,Fever,Gel,Antihistamine,Not Required,Lowers cholesterol,No,21.22,Prescription,Child
Amoxicillin,Diabetes,Cream,ACE inhibitor,Required,Used for treating infections,No,91.04,Controlled Substance,Child
Atorvastatin,Infection,Drops,ACE inhibitor,Not Required,Controls blood pressure,No,483.04,Over the Counter,Senior
Paracetamol,Pain,Capsule,Analgesic,Not Required,Used for treating infections,Yes,331.25,Controlled Substance,Child
Omeprazole,Fever,Inhaler,ACE inhibitor,Not Required,Lowers cholesterol,Yes,14.31,Prescription,Senior
Ibuprofen,Allergy,Capsule,Antibiotic,Not Required,Used for pain relief,Yes,465.3,Over the Counter,Child
Ibuprofen,Allergy,Syrup,Antibiotic,Required,Controls blood pressure,Yes,97.39,Controlled Substance,Child
Paracetamol,Heart Disease,Syrup,Antihistamine,Required,Reduces fever,Yes,292.87,Controlled Substance,Adult
Metformin,Blood Pressure,Tablet,ACE inhibitor,Not Required,Lowers cholesterol,Yes,111.78,Prescription,Child
Lisinopril,Diabetes,Gel,Statin,Required,Used for pain relief,No,421.22,Prescription,Adult
Simvastatin,Fever,Capsule,Antihistamine,Required,Reduces fever,No,241.39,Prescription,Senior
Metformin,Pain,Syrup,ACE inhibitor,Required,Used for pain relief,Yes,91.09,Controlled Substance,Senior
Aspirin,Infection,Injection,Statin,Not Required,Used for pain relief,No,214.31,Prescription,Adult
Paracetamol,Infection,Inhaler,ACE inhibitor,Not Required,Used for pain relief,No,317.65,Prescription,Child
Paracetamol,Blood Pressure,Injection,Antipyretic,Not Required,Controls blood pressure,No,344.73,Controlled Substance,Senior
Amoxicillin,Pain,Tablet,ACE inhibitor,Required,Used for pain relief,Yes,45.92,Over the Counter,Senior
Cetirizine,Blood Pressure,Inhaler,Antibiotic,Not Required,Used for treating infections,No,214.44,Over the Counter,Child
Omeprazole,Blood Pressure,Syrup,Antibiotic,Required,Lowers cholesterol,Yes,487.91,Controlled Substance,Senior
Metformin,Asthma,Capsule,ACE inhibitor,Required,Controls blood pressure,Yes,238.42,Over the Counter,Adult
Lisinopril,Fever,Injection,Statin,Not Required,Used for treating infections,No,12.52,Controlled Substance,Adult
Lisinopril,Infection,Injection,Proton Pump Inhibitor,Not Required,Reduces fever,Yes,291.17,Prescription,Child
Simvastatin,Asthma,Capsule,Statin,Required,Used for treating infections,Yes,401.49,Controlled Substance,Adult
Cetirizine,Blood Pressure,Cream,Antibiotic,Required,Alleviates allergies,No,155.29,Prescription,Adult
Aspirin,Blood Pressure,Syrup,Statin,Required,Used for treating infections,No,199.95,Prescription,Senior
Simvastatin,Pain,Capsule,Antipyretic,Not Required,Alleviates allergies,Yes,451.26,Controlled Substance,Child
Metformin,Fever,Capsule,Analgesic,Required,Reduces fever,No,359.91,Prescription,Senior
Lisinopril,Cholesterol,Cream,Statin,Required,Used for treating infections,Yes,75.83,Controlled Substance,Adult
Amoxicillin,Blood Pressure,Syrup,Antipyretic,Required,Reduces fever,Yes,384.23,Over the Counter,Child
Omeprazole,Diabetes,Injection,Antibiotic,Not Required,Used for treating infections,No,196.3,Controlled Substance,Adult
Ibuprofen,Asthma,Drops,Antihistamine,Required,Controls blood pressure,Yes,391.08,Over the Counter,Adult
Aspirin,Allergy,Injection,Statin,Required,Reduces fever,No,450.75,Prescription,Senior
Amoxicillin,Heart Disease,Cream,ACE inhibitor,Required,Lowers cholesterol,No,483.95,Over the Counter,Adult
Ibuprofen,Cholesterol,Drops,Statin,Required,Lowers cholesterol,Yes,206.5,Controlled Substance,Senior
Omeprazole,Infection,Cream,Analgesic,Not Required,Used for treating infections,Yes,254.23,Controlled Substance,Child
Omeprazole,Fever,Cream,Statin,Not Required,Reduces fever,No,444.35,Over the Counter,Child
Omeprazole,Pain,Drops,Antipyretic,Not Required,Alleviates allergies,No,183.62,Prescription,Senior
Ibuprofen,Allergy,Syrup,Statin,Required,Alleviates allergies,Yes,129.47,Prescription,Senior
Cetirizine,Allergy,Capsule,Statin,Required,Reduces fever,No,476.31,Prescription,Senior
Simvastatin,Blood Pressure,Drops,Antibiotic,Required,Lowers cholesterol,No,101.05,Prescription,Child
Aspirin,Heart Disease,Inhaler,Antihistamine,Required,Controls blood pressure,Yes,402.38,Controlled Substance,Child
Atorvastatin,Acidity,Capsule,Analgesic,Not Required,Lowers cholesterol,Yes,473.86,Controlled Substance,Adult
Ibuprofen,Cholesterol,Gel,ACE inhibitor,Required,Used for treating infections,No,133.26,Prescription,Senior
Cetirizine,Infection,Inhaler,Analgesic,Required,Used for pain relief,No,193.0,Over the Counter,Adult
Metformin,Heart Disease,Inhaler,Proton Pump Inhibitor,Not Required,Alleviates allergies,No,74.2,Controlled Substance,Adult
Paracetamol,Allergy,Capsule,Antibiotic,Required,Alleviates allergies,Yes,65.15,Controlled Substance,Senior
Lisinopril,Asthma,Capsule,Antibiotic,Required,Lowers cholesterol,No,189.39,Prescription,Senior
Cetirizine,Pain,Tablet,Analgesic,Not Required,Reduces fever,Yes,94.81,Controlled Substance,Senior
Atorvastatin,Allergy,Inhaler,Proton Pump Inhibitor,Required,Lowers cholesterol,No,86.0,Over the Counter,Senior
Paracetamol,Blood Pressure,Cream,Statin,Not Required,Used for treating infections,No,90.34,Controlled Substance,Senior
Cetirizine,Acidity,Syrup,Antipyretic,Required,Controls blood pressure,Yes,378.85,Prescription,Child
Amoxicillin,Acidity,Gel,ACE inhibitor,Not Required,Reduces fever,No,300.42,Controlled Substance,Child
Simvastatin,Acidity,Injection,ACE inhibitor,Not Required,Alleviates allergies,Yes,457.1,Over the Counter,Adult
Simvastatin,Acidity,Inhaler,Analgesic,Not Required,Used for treating infections,Yes,213.45,Prescription,Adult
Aspirin,Diabetes,Syrup,Analgesic,Required,Used for treating infections,No,284.14,Prescription,Adult
Simvastatin,Fever,Gel,Analgesic,Not Required,Controls blood pressure,No,110.66,Prescription,Child
Ibuprofen,Allergy,Gel,Analgesic,Required,Alleviates allergies,No,458.87,Over the Counter,Child
Omeprazole,Acidity,Injection,Statin,Not Required,Reduces fever,No,61.25,Prescription,Senior
Paracetamol,Cholesterol,Injection,Antipyretic,Required,Used for treating infections,Yes,137.36,Over the Counter,Adult
Amoxicillin,Blood Pressure,Cream,Antihistamine,Required,Controls blood pressure,No,314.51,Over the Counter,Adult
Paracetamol,Heart Disease,Gel,Antipyretic,Not Required,Controls blood pressure,No,24.37,Over the Counter,Child
Omeprazole,Fever,Syrup,Antihistamine,Not Required,Lowers cholesterol,No,218.72,Controlled Substance,Child
Cetirizine,Heart Disease,Injection,ACE inhibitor,Not Required,Used for pain relief,No,59.82,Over the Counter,Adult
Atorvastatin,Asthma,Inhaler,ACE inhibitor,Required,Used for treating infections,No,90.06,Over the Counter,Adult
Paracetamol,Asthma,Syrup,ACE inhibitor,Not Required,Reduces fever,No,138.06,Controlled Substance,Adult
Lisinopril,Asthma,Capsule,Proton Pump Inhibitor,Not Required,Reduces fever,No,299.29,Over the Counter,Senior
Lisinopril,Pain,Syrup,ACE inhibitor,Required,Alleviates allergies,No,257.74,Controlled Substance,Senior
Lisinopril,Pain,Tablet,Statin,Not Required,Lowers cholesterol,No,56.19,Controlled Substance,Adult
Metformin,Cholesterol,Drops,Antipyretic,Required,Lowers cholesterol,Yes,23.0,Prescription,Senior
Atorvastatin,Diabetes,Cream,Proton Pump Inhibitor,Required,Used for pain relief,No,63.65,Controlled Substance,Child
Paracetamol,Pain,Tablet,Antihistamine,Required,Alleviates allergies,No,25.9,Over the Counter,Child
Amoxicillin,Cholesterol,Capsule,ACE inhibitor,Required,Used for pain relief,No,440.94,Controlled Substance,Child
Aspirin,Allergy,Capsule,Analgesic,Required,Lowers cholesterol,Yes,342.8,Over the Counter,Child
Ibuprofen,Heart Disease,Drops,Antibiotic,Not Required,Alleviates allergies,Yes,25.96,Over the Counter,Adult
Atorvastatin,Allergy,Cream,Proton Pump Inhibitor,Not Required,Used for treating infections,No,416.92,Controlled Substance,Senior
Aspirin,Infection,Drops,ACE inhibitor,Required,Alleviates allergies,Yes,89.29,Controlled Substance,Senior
Omeprazole,Allergy,Cream,Antibiotic,Required,Used for pain relief,Yes,262.54,Over the Counter,Adult
Atorvastatin,Acidity,Inhaler,ACE inhibitor,Not Required,Used for treating infections,No,14.53,Controlled Substance,Senior
Metformin,Asthma,Injection,Statin,Required,Used for treating infections,No,6.36,Controlled Substance,Senior
Simvastatin,Pain,Cream,ACE inhibitor,Required,Used for treating infections,Yes,411.06,Prescription,Senior
Simvastatin,Pain,Injection,Analgesic,Required,Controls blood pressure,No,401.34,Controlled Substance,Child
Metformin,Asthma,Drops,Antibiotic,Required,Reduces fever,No,8.45,Prescription,Adult
Omeprazole,Infection,Syrup,Antibiotic,Required,Lowers cholesterol,Yes,227.96,Controlled Substance,Child
Ibuprofen,Diabetes,Syrup,Antipyretic,Not Required,Alleviates allergies,Yes,8.21,Prescription,Adult
Metformin,Pain,Cream,ACE inhibitor,Required,Used for pain relief,No,63.1,Over the Counter,Senior
Omeprazole,Pain,Gel,Antihistamine,Required,Lowers cholesterol,No,269.56,Over the Counter,Child
Cetirizine,Blood Pressure,Injection,Antipyretic,Required,Alleviates allergies,No,381.98,Prescription,Child
Metformin,Diabetes,Tablet,Analgesic,Required,Alleviates allergies,No,21.01,Controlled Substance,Adult
Cetirizine,Asthma,Cream,Proton Pump Inhibitor,Not Required,Controls blood pressure,No,94.56,Controlled Substance,Child
Aspirin,Blood Pressure,Capsule,Antipyretic,Required,Used for treating infections,No,299.83,Prescription,Adult
Amoxicillin,Acidity,Cream,Analgesic,Required,Alleviates allergies,No,33.91,Controlled Substance,Senior
Atorvastatin,Fever,Cream,Antibiotic,Not Required,Lowers cholesterol,Yes,16.25,Over the Counter,Adult
Amoxicillin,Allergy,Capsule,Antihistamine,Required,Alleviates allergies,No,47.51,Controlled Substance,Senior
Paracetamol,Allergy,Syrup,Antibiotic,Required,Used for pain relief,No,310.73,Prescription,Senior
Atorvastatin,Infection,Gel,Antipyretic,Not Required,Used for treating infections,Yes,323.12,Prescription,Senior
Atorvastatin,Blood Pressure,Syrup,ACE inhibitor,Required,Reduces fever,Yes,74.39,Controlled Substance,Child
Amoxicillin,Pain,Inhaler,Proton Pump Inhibitor,Not Required,Controls blood pressure,Yes,412.36,Controlled Substance,Adult
Cetirizine,Blood Pressure,Inhaler,Proton Pump Inhibitor,Required,Lowers cholesterol,No,468.35,Over the Counter,Senior
Paracetamol,Pain,Gel,Statin,Required,Reduces fever,Yes,480.64,Controlled Substance,Adult
Lisinopril,Cholesterol,Injection,Antipyretic,Not Required,Controls blood pressure,Yes,472.61,Prescription,Adult
Ibuprofen,Heart Disease,Syrup,Analgesic,Not Required,Reduces fever,Yes,247.17,Prescription,Adult
Cetirizine,Cholesterol,Drops,Antipyretic,Required,Reduces fever,No,32.03,Over the Counter,Child
Cetirizine,Blood Pressure,Gel,ACE inhibitor,Required,Used for pain relief,Yes,366.4,Over the Counter,Senior
Paracetamol,Cholesterol,Tablet,Proton Pump Inhibitor,Not Required,Used for pain relief,No,385.06,Prescription,Adult
Amoxicillin,Acidity,Capsule,Antihistamine,Not Required,Reduces fever,Yes,386.73,Over the Counter,Adult
Omeprazole,Heart Disease,Drops,Analgesic,Not Required,Alleviates allergies,No,168.92,Over the Counter,Senior
Ibuprofen,Blood Pressure,Capsule,Antipyretic,Not Required,Used for treating infections,No,130.77,Over the Counter,Senior
Amoxicillin,Acidity,Capsule,Antibiotic,Not Required,Alleviates allergies,Yes,86.64,Controlled Substance,Adult
Paracetamol,Allergy,Inhaler,Statin,Not Required,Used for treating infections,No,467.31,Controlled Substance,Senior
Lisinopril,Diabetes,Cream,Statin,Required,Used for pain relief,Yes,31.47,Controlled Substance,Adult
Simvastatin,Infection,Inhaler,Antipyretic,Not Required,Reduces fever,No,176.43,Over the Counter,Child
Metformin,Asthma,Cream,Analgesic,Required,Reduces fever,Yes,426.73,Controlled Substance,Child
Aspirin,Infection,Cream,Analgesic,Required,Lowers cholesterol,Yes,366.44,Over the Counter,Child
Cetirizine,Cholesterol,Tablet,Proton Pump Inhibitor,Required,Controls blood pressure,Yes,190.93,Controlled Substance,Senior
Cetirizine,Fever,Capsule,Antipyretic,Required,Reduces fever,Yes,296.75,Controlled Substance,Adult
Metformin,Acidity,Injection,Antipyretic,Not Required,Used for pain relief,No,26.0,Controlled Substance,Adult
Paracetamol,Asthma,Injection,Antipyretic,Required,Reduces fever,Yes,403.5,Controlled Substance,Child
Omeprazole,Diabetes,Syrup,Statin,Required,Reduces fever,No,338.49,Controlled Substance,Child
Amoxicillin,Heart Disease,Inhaler,ACE inhibitor,Required,Used for pain relief,No,7.95,Over the Counter,Adult
Atorvastatin,Blood Pressure,Gel,ACE inhibitor,Required,Controls blood pressure,No,78.27,Controlled Substance,Child
Paracetamol,Acidity,Drops,Proton Pump Inhibitor,Not Required,Lowers cholesterol,Yes,65.96,Over the Counter,Child
Aspirin,Asthma,Syrup,Statin,Not Required,Lowers cholesterol,No,340.82,Prescription,Adult
Omeprazole,Pain,Injection,Proton Pump Inhibitor,Not Required,Used for treating infections,No,407.14,Over the Counter,Adult
Omeprazole,Asthma,Injection,Antihistamine,Not Required,Controls blood pressure,Yes,444.76,Prescription,Senior
Paracetamol,Infection,Cream,Analgesic,Required,Reduces fever,No,322.1,Controlled Substance,Child
Amoxicillin,Heart Disease,Drops,Antihistamine,Required,Used for treating infections,No,332.97,Over the Counter,Senior
Lisinopril,Allergy,Cream,Antibiotic,Required,Lowers cholesterol,No,434.84,Prescription,Child
Simvastatin,Pain,Capsule,Analgesic,Required,Reduces fever,Yes,382.89,Prescription,Senior
Paracetamol,Heart Disease,Capsule,Statin,Not Required,Controls blood pressure,Yes,126.83,Over the Counter,Child
Metformin,Cholesterol,Inhaler,Antibiotic,Required,Reduces fever,No,12.49,Controlled Substance,Adult
Atorvastatin,Fever,Inhaler,Proton Pump Inhibitor,Not Required,Controls blood pressure,No,349.03,Over the Counter,Child
Atorvastatin,Cholesterol,Cream,Antihistamine,Not Required,Controls blood pressure,No,173.52,Prescription,Child
Omeprazole,Diabetes,Inhaler,Statin,Required,Used for pain relief,Yes,428.56,Over the Counter,Child
Ibuprofen,Asthma,Syrup,Antihistamine,Required,Used for pain relief,No,129.85,Prescription,Adult
Simvastatin,Asthma,Gel,Statin,Required,Reduces fever,Yes,139.62,Controlled Substance,Child
Aspirin,Heart Disease,Drops,Antipyretic,Not Required,Lowers cholesterol,No,42.84,Prescription,Senior
Paracetamol,Pain,Capsule,Proton Pump Inhibitor,Not Required,Used for treating infections,No,324.06,Prescription,Child
Metformin,Heart Disease,Tablet,Antipyretic,Required,Lowers cholesterol,Yes,190.85,Over the Counter,Child
Aspirin,Allergy,Tablet,Antihistamine,Required,Alleviates allergies,Yes,186.45,Controlled Substance,Senior
Omeprazole,Allergy,Drops,ACE inhibitor,Required,Alleviates allergies,No,480.62,Prescription,Adult
Omeprazole,Heart Disease,Gel,Analgesic,Not Required,Used for pain relief,No,258.71,Controlled Substance,Child
Omeprazole,Fever,Inhaler,ACE inhibitor,Not Required,Alleviates allergies,Yes,235.38,Prescription,Senior
Atorvastatin,Diabetes,Injection,ACE inhibitor,Required,Lowers cholesterol,Yes,97.34,Prescription,Senior
Omeprazole,Cholesterol,Drops,Antibiotic,Required,Lowers cholesterol,Yes,106.06,Prescription,Adult
Atorvastatin,Fever,Gel,Statin,Required,Reduces fever,No,488.34,Over the Counter,Adult
Simvastatin,Diabetes,Capsule,Antibiotic,Not Required,Reduces fever,No,71.72,Controlled Substance,Child
Paracetamol,Acidity,Drops,ACE inhibitor,Not Required,Lowers cholesterol,No,160.62,Controlled Substance,Senior
Amoxicillin,Blood Pressure,Syrup,Antihistamine,Not Required,Used for treating infections,Yes,134.1,Over the Counter,Child
Aspirin,Blood Pressure,Injection,Statin,Not Required,Lowers cholesterol,Yes,33.28,Prescription,Adult
Amoxicillin,Blood Pressure,Tablet,Analgesic,Required,Used for pain relief,No,379.71,Controlled Substance,Adult
Cetirizine,Cholesterol,Cream,Antihistamine,Required,Alleviates allergies,No,339.59,Over the Counter,Child
Omeprazole,Diabetes,Drops,Antihistamine,Not Required,Controls blood pressure,Yes,54.12,Controlled Substance,Adult
Lisinopril,Heart Disease,Injection,Statin,Required,Alleviates allergies,Yes,230.76,Over the Counter,Child
Omeprazole,Cholesterol,Inhaler,Antihistamine,Required,Reduces fever,Yes,114.9,Prescription,Senior
Cetirizine,Allergy,Cream,ACE inhibitor,Required,Used for treating infections,No,419.71,Over the Counter,Child
Ibuprofen,Cholesterol,Tablet,ACE inhibitor,Not Required,Used for pain relief,No,400.27,Over the Counter,Senior
Atorvastatin,Blood Pressure,Syrup,Proton Pump Inhibitor,Required,Used for treating infections,No,247.0,Controlled Substance,Child
Simvastatin,Allergy,Inhaler,Analgesic,Required,Used for treating infections,Yes,77.35,Prescription,Adult
Omeprazole,Acidity,Inhaler,Antipyretic,Required,Reduces fever,No,118.49,Prescription,Child
Amoxicillin,Pain,Inhaler,Proton Pump Inhibitor,Not Required,Reduces fever,No,37.23,Prescription,Adult
Omeprazole,Fever,Syrup,Antibiotic,Not Required,Controls blood pressure,Yes,395.23,Controlled Substance,Senior
Atorvastatin,Pain,Cream,ACE inhibitor,Not Required,Used for treating infections,No,433.17,Prescription,Child
Paracetamol,Allergy,Cream,Statin,Not Required,Reduces fever,Yes,154.29,Prescription,Child
Atorvastatin,Allergy,Inhaler,Antihistamine,Required,Lowers cholesterol,No,152.44,Prescription,Child
Omeprazole,Allergy,Injection,Proton Pump Inhibitor,Not Required,Reduces fever,Yes,481.71,Prescription,Child
Cetirizine,Infection,Injection,Proton Pump Inhibitor,Required,Used for treating infections,No,341.79,Over the Counter,Child
Simvastatin,Cholesterol,Cream,Analgesic,Required,Lowers cholesterol,Yes,237.72,Over the Counter,Senior
Amoxicillin,Asthma,Syrup,ACE inhibitor,Not Required,Reduces fever,Yes,278.37,Prescription,Adult
Simvastatin,Diabetes,Gel,Antibiotic,Not Required,Controls blood pressure,No,110.56,Controlled Substance,Adult
Simvastatin,Allergy,Drops,ACE inhibitor,Not Required,Controls blood pressure,Yes,461.07,Controlled Substance,Senior
Simvastatin,Allergy,Inhaler,Statin,Required,Used for pain relief,No,302.63,Prescription,Adult
Paracetamol,Cholesterol,Cream,Statin,Not Required,Controls blood pressure,No,196.54,Controlled Substance,Senior
Lisinopril,Pain,Capsule,Proton Pump Inhibitor,Not Required,Used for pain relief,No,474.44,Controlled Substance,Adult
Amoxicillin,Infection,Injection,Proton Pump Inhibitor,Required,Lowers cholesterol,No,232.19,Controlled Substance,Adult
Cetirizine,Pain,Syrup,Statin,Not Required,Reduces fever,Yes,113.13,Controlled Substance,Child
Omeprazole,Heart Disease,Capsule,Antihistamine,Not Required,Used for pain relief,Yes,293.05,Controlled Substance,Senior
Paracetamol,Blood Pressure,Capsule,Antibiotic,Not Required,Controls blood pressure,Yes,93.13,Over the Counter,Adult
Lisinopril,Heart Disease,Drops,Antipyretic,Required,Alleviates allergies,Yes,398.65,Prescription,Senior
Ibuprofen,Pain,Tablet,Antibiotic,Not Required,Used for pain relief,No,229.39,Over the Counter,Child
Aspirin,Diabetes,Gel,Antihistamine,Not Required,Lowers cholesterol,Yes,231.02,Controlled Substance,Child
Atorvastatin,Pain,Injection,Antibiotic,Not Required,Alleviates allergies,Yes,389.37,Controlled Substance,Senior
Atorvastatin,Infection,Gel,Antibiotic,Not Required,Used for treating infections,Yes,189.94,Prescription,Child
Metformin,Asthma,Injection,Antipyretic,Required,Lowers cholesterol,No,397.19,Over the Counter,Adult
Metformin,Asthma,Injection,Antihistamine,Not Required,Controls blood pressure,Yes,416.57,Controlled Substance,Child
Metformin,Heart Disease,Capsule,ACE inhibitor,Required,Used for treating infections,No,367.23,Controlled Substance,Senior
Aspirin,Cholesterol,Inhaler,Antibiotic,Required,Controls blood pressure,Yes,372.45,Controlled Substance,Senior
Omeprazole,Allergy,Capsule,Analgesic,Not Required,Controls blood pressure,No,142.35,Prescription,Adult
